X-axis,Y-axis,Z-axis,Blood Value pulse,Electrodermal activity,Heart rate,Time interval, IBI,Temperature
-55,15,-22,-24,0.374059,81.52,2427.3125,0.65625,32.87
-57,15,-24,-23.3,0.371497,81.62,2427.90625,0.59375,32.87
-61,15,-27,-24.41,0.366372,81.72,2428.53125,0.625,32.87
-59,15,-26,-26.2,0.36381,81.93,2429.1875,0.65625,32.84
-57,15,-25,-27.1,0.366372,82.1,2429.828125,0.640625,32.84
-56,15,-26,-25.85,0.368935,82.48,2441.859375,0.65625,32.84
-49,15,-28,-21.97,0.370216,82.87,2442.484375,0.625,32.84
-58,15,-27,-15.81,0.379183,83.23,2443.078125,0.59375,32.89
-58,14,-27,-8.9,0.371497,83.52,2443.71875,0.640625,32.89
-54,15,-26,-3.56,0.377902,83.82,2444.390625,0.671875,32.89
-55,15,-29,-2.23,0.376621,84.12,2445.046875,0.65625,32.89
-54,15,-30,-6.59,0.37534,84.23,2445.703125,0.65625,32.89
-56,16,-29,-16.7,0.377902,84.35,2446.375,0.671875,32.89
-58,14,-30,-30.38,0.370216,84.5,2447.0625,0.6875,32.89
-56,16,-31,-42.91,0.377902,84.6,2447.734375,0.671875,32.89
-55,16,-32,-48.07,0.372778,84.68,2448.375,0.640625,32.89
-56,15,-32,-39.68,0.367653,84.78,2449.046875,0.671875,32.89
-54,15,-29,-15.41,0.367653,84.82,2449.71875,0.671875,32.89
-55,15,-30,21.16,0.37534,84.85,2450.390625,0.671875,32.89
-51,17,-33,60.8,0.372778,84.9,2451.015625,0.625,32.89
-52,14,-36,92.26,0.371497,84.97,2451.6875,0.671875,32.89
-52,16,-38,106.87,0.358686,85.02,2452.34375,0.65625,32.89
-56,15,-38,101.81,0.358686,84.98,2453.015625,0.671875,32.89
-56,12,-34,80.96,0.36381,85.18,2453.65625,0.640625,32.89
-53,15,-32,52.62,0.379183,85.35,2454.3125,0.65625,32.89
-51,16,-43,25.71,0.380464,85.53,2462.125,0.65625,32.89
-55,20,-48,6.05,0.374059,85.48,2462.8125,0.6875,32.89
-58,17,-35,-4.48,0.379183,85.42,2463.5625,0.75,32.89
-56,13,-40,-7.57,0.376621,85.3,2468.1875,0.671875,32.89
-49,14,-34,-6.44,0.376621,85.17,2468.71875,0.53125,32.89
-51,15,-31,-3.39,0.376621,85,2483.390625,0.65625,32.89
-57,15,-30,0.99,0.37534,84.8,2484.0625,0.671875,32.89
-59,11,-31,6.99,0.376621,84.6,2484.71875,0.65625,32.89
-57,13,-25,14.6,0.376621,84.47,2485.390625,0.671875,32.89
-63,15,-14,22.88,0.376621,84.3,2486.078125,0.6875,32.89
-55,17,-6,29.93,0.372778,84.13,2486.734375,0.65625,32.91
-63,14,-8,33.37,0.377902,84,2487.375,0.640625,32.91
-62,18,-8,30.82,0.379183,83.83,2488.015625,0.640625,32.91
-66,15,-8,21.73,0.376621,83.7,2488.65625,0.640625,32.91
-66,14,-1,7.06,0.380464,83.48,2489.328125,0.671875,32.91
-59,12,1,-10.97,0.37534,83.28,2489.984375,0.65625,32.91
-61,14,6,-29.6,0.368935,83.1,2490.625,0.640625,32.91
-63,14,8,-46.4,0.361248,82.87,2491.21875,0.59375,32.91
-64,16,8,-60.14,0.365091,82.72,2491.875,0.65625,32.89
-52,16,13,-70.85,0.371497,82.58,2492.515625,0.640625,32.89
-64,18,14,-77.83,0.376621,82.43,2493.1875,0.671875,32.89
-64,17,13,-83.66,0.374059,82.2,2493.875,0.6875,32.89
-53,16,20,-90.36,0.372778,81.97,2494.421875,0.546875,32.91
-53,17,20,-98.88,0.374059,81.83,2497.921875,0.71875,32.91
-63,13,18,-109.25,0.383026,81.57,2498.59375,0.671875,32.91
-57,11,19,-120.85,0.37534,81.32,2499.21875,0.625,32.91
-57,14,17,-132.55,0.372778,81.12,2505.125,0.625,32.91
-57,15,21,-142.3,0.368935,81.12,2505.796875,0.671875,32.91
-57,18,19,-146.98,0.370216,81.17,2506.46875,0.671875,32.91
-61,14,23,-142.86,0.367653,81.2,2507.125,0.65625,32.91
-55,16,21,-127.37,0.370216,81.4,2514.03125,0.671875,32.91
-53,17,23,-100.26,0.371497,81.62,2514.75,0.71875,32.91
-55,17,24,-64.84,0.377902,81.7,2528.015625,0.734375,32.91
-60,19,26,-27.55,0.379183,81.72,2528.703125,0.6875,32.91
-61,11,20,4.6,0.377902,81.67,2541.484375,0.640625,32.91
-60,20,23,27.02,0.380464,81.87,2542.140625,0.65625,32.91
-59,16,24,39.38,0.376621,81.97,2542.828125,0.6875,32.91
-58,19,27,45.16,0.381745,81.9,2553.296875,0.6875,32.91
-57,15,26,49.21,0.372778,81.68,2553.96875,0.671875,32.93
-52,18,26,54.46,0.376621,81.45,2559.84375,0.65625,32.93
-56,19,31,60.74,0.376621,81.05,2560.453125,0.609375,32.93
-57,17,17,65.09,0.377902,80.67,2561.046875,0.59375,32.93
-57,19,20,63.57,0.377902,80.38,2561.6875,0.640625,32.89
-53,19,22,53.99,0.379183,80.23,2562.28125,0.59375,32.89
-58,18,7,37.28,0.37534,80.07,2562.9375,0.65625,32.89
-65,16,4,17.37,0.376621,79.93,2563.578125,0.640625,32.89
-64,22,2,-0.26,0.377902,79.92,2564.203125,0.625,32.91
-58,16,-7,-10.29,0.372778,79.9,2564.84375,0.640625,32.91
-62,17,-3,-9.14,0.372778,79.83,2565.484375,0.640625,32.91
-56,17,-6,4.13,0.374059,79.82,2566.15625,0.671875,32.91
-58,20,-11,26.68,0.372778,79.8,2566.703125,0.546875,32.95
-65,20,-14,52.16,0.372778,79.83,2571.296875,0.609375,32.95
-61,23,-16,72.07,0.368935,79.83,2571.96875,0.671875,32.95
-62,23,-19,78.42,0.359967,79.85,2572.609375,0.640625,32.95
-36,3,-21,66.96,0.366372,79.85,2573.265625,0.65625,32.93
-74,6,-25,39.19,0.379183,79.85,2573.921875,0.65625,32.93
-64,19,-25,2.26,0.37534,79.88,2574.578125,0.65625,32.93
-50,19,-21,-33.57,0.371497,79.92,2577.875,0.671875,32.93
-50,18,-21,-58.42,0.365091,79.95,2578.515625,0.640625,32.93
-56,20,-27,-66.11,0.365091,79.92,2579.125,0.609375,32.93
-60,22,-27,-56.02,0.366372,79.87,2579.78125,0.65625,32.93
-55,23,-29,-32.68,0.367653,80.05,2580.421875,0.640625,32.93
-41,21,-27,-3.69,0.371497,80.22,2581.046875,0.625,32.93
-73,13,-34,22.53,0.371497,80.38,2581.6875,0.640625,32.93
-48,28,-32,39.19,0.37534,80.53,2582.34375,0.65625,32.93
-43,27,-34,42.25,0.37534,80.72,2583.03125,0.6875,32.93
-59,27,-40,30.88,0.367653,80.98,2583.703125,0.671875,32.93
-50,24,-41,7.14,0.353562,81.25,2584.40625,0.703125,32.93
-43,22,-40,-24.52,0.354843,81.47,2585.09375,0.6875,32.93
-47,23,-39,-58.44,0.356124,81.7,2585.796875,0.703125,32.93
-45,24,-41,-88.42,0.371497,81.88,2586.5,0.703125,32.97
-44,26,-40,-108.41,0.385588,82.08,2587.171875,0.671875,32.97
-44,26,-38,-113.79,0.379183,82.25,2587.84375,0.671875,32.97
-43,22,-39,-102.46,0.370216,82.38,2588.515625,0.671875,32.97
-46,24,-41,-76.07,0.36381,82.52,2589.15625,0.640625,32.93
-46,23,-41,-40.29,0.36381,82.6,2589.796875,0.640625,32.93
-43,22,-42,-3.97,0.361248,82.7,2590.421875,0.625,32.93
-48,23,-44,23.47,0.359967,82.8,2591.046875,0.625,32.93
-44,26,-45,34.58,0.362529,82.9,2591.6875,0.640625,32.95
-33,26,-40,26.84,0.359967,82.98,2592.234375,0.546875,32.95
-39,25,-43,3.87,0.358686,83.07,2601.359375,0.65625,32.95
-38,28,-46,-26.11,0.358686,83.23,2601.953125,0.59375,32.95
-36,27,-47,-53.5,0.362529,83.42,2602.546875,0.59375,32.95
-32,28,-46,-70.78,0.365091,83.67,2603.125,0.578125,32.95
-35,27,-48,-74.84,0.366372,83.9,2603.734375,0.609375,32.95
-33,27,-48,-67.47,0.367653,84.13,2604.359375,0.625,32.95
-32,28,-48,-53.13,0.365091,84.33,2604.9375,0.578125,32.95
-33,28,-47,-37.3,0.361248,84.35,2605.546875,0.609375,32.95
-34,26,-48,-25.41,0.359967,84.33,2606.203125,0.65625,32.95
-33,28,-45,-20.05,0.361248,84.33,2617.390625,0.640625,32.95
-40,31,-48,-20.56,0.359967,84.35,2618.015625,0.625,32.97
-34,30,-47,-24.39,0.357405,84.35,2618.703125,0.6875,32.97
-34,30,-48,-28.96,0.359967,84.45,2723.796875,0.5625,32.97
-36,29,-48,-31.77,0.358686,84.57,2776.78125,0.53125,32.97
-33,28,-46,-32.56,0.361248,84.78,2840.734375,0.5,32.97
-32,28,-46,-30.74,0.362529,84.8,2850.859375,0.546875,32.97
-35,29,-50,-25.56,0.366372,84.88,2851.390625,0.53125,32.97
-36,28,-45,-16.28,0.365091,85.15,2851.90625,0.515625,32.97
-39,28,-46,-2.64,0.367653,85.5,2852.4375,0.53125,32.93
-39,29,-44,14.79,0.36381,85.92,2852.953125,0.515625,32.93
-43,31,-42,34.79,0.371497,86.35,2853.484375,0.53125,32.93
-43,29,-37,56.32,0.371497,86.75,2854.03125,0.546875,32.93
-45,30,-35,79.57,0.356124,87.12,2854.59375,0.5625,32.95
-43,27,-25,103.43,0.357405,87.38,2858.375,0.5625,32.95
-55,25,-33,129.35,0.357405,87.68,2858.9375,0.5625,32.95
-58,31,-32,159.68,0.357405,87.95,2901.234375,0.859375,32.95
-54,24,-24,197.16,0.353562,88.22,3119.203125,0.453125,32.93
-58,24,-27,243.76,0.357405,88.5,3119.671875,0.46875,32.93
-49,30,-25,298.99,0.356124,88.77,3183.390625,0.546875,32.93
-47,27,-24,358.53,0.359967,89,3309.953125,0.671875,32.93
-51,29,-25,414.39,0.362529,89.25,3310.5625,0.609375,32.95
-53,37,-25,456.89,0.365091,89.45,3311.171875,0.609375,32.95
-51,14,-26,477.71,0.36381,89.7,3311.78125,0.609375,32.95
-60,28,-23,473.69,0.362529,89.92,3312.359375,0.578125,32.95
-59,27,-24,447.29,0.361248,90.17,3312.90625,0.546875,32.97
-58,28,-23,405.65,0.361248,90.42,3320.328125,0.515625,32.97
-59,24,-21,357.83,0.358686,90.68,3320.859375,0.53125,32.97
-51,26,-19,311.3,0.361248,90.92,3321.390625,0.53125,32.97
-55,28,-16,269.8,0.370216,91.17,3324.375,0.5,32.95
-59,27,-18,233.45,0.362529,91.45,3324.9375,0.5625,32.95
-58,28,-18,200.5,0.362529,91.77,3325.453125,0.515625,32.95
-56,31,-17,169.35,0.361248,92.02,3333.765625,0.53125,32.95
-61,25,-18,140.12,0.361248,92.25,3396.109375,0.640625,32.95
-60,28,-15,113.4,0.358686,92.55,3408.390625,0.515625,32.95
-54,24,-13,89.86,0.353562,92.9,3408.921875,0.53125,32.95
-55,25,-13,69.57,0.353562,93.25,3446.234375,0.484375,32.95
-57,23,-13,51.91,0.354843,93.53,3446.71875,0.484375,32.95
-61,25,-14,35.85,0.361248,93.85,3447.171875,0.453125,32.95
-58,29,-13,20.65,0.359967,94.18,3447.734375,0.5625,32.95
-58,26,-13,6.2,0.353562,94.48,3516.828125,0.703125,32.95
-52,16,-9,-6.9,0.344595,94.83,3517.53125,0.703125,32.97
-41,13,-34,-17.51,0.33819,95.15,3518.265625,0.734375,32.97
-52,12,-10,-26.45,0.334347,95.48,3518.9375,0.671875,32.97
-57,24,-14,-34.91,0.339471,95.85,3519.65625,0.71875,32.97
-60,25,-13,-43.78,0.342033,96.25,3530.84375,0.53125,32.95
-58,24,-12,-53.19,0.339471,96.68,3531.34375,0.5,32.95
-58,24,-11,-62.84,0.33819,97.12,3535.421875,0.515625,32.95
-58,25,-13,-72.25,0.345876,97.62,3535.984375,0.5625,32.95
-61,25,-14,-80.75,0.356124,98.02,3593.625,0.515625,32.99
-59,26,-15,-87.39,0.366372,98.4,3594.125,0.5,32.99
-57,27,-13,-91.05,0.372778,98.8,3594.609375,0.484375,32.99
-56,27,-12,-93.99,0.361248,99.25,3595.109375,0.5,32.99
-56,26,-12,-98.24,0.358686,98.82,3595.625,0.515625,32.95
-58,26,-14,-104.38,0.361248,98.28,3596.125,0.5,32.95
-59,27,-12,-111.42,0.36381,97.78,3596.609375,0.484375,32.95
-57,27,-12,-118.23,0.365091,97.25,3597.09375,0.484375,32.95
-57,28,-13,-124.74,0.361248,96.7,3597.609375,0.515625,32.95
-57,28,-12,-131.76,0.36381,96.15,3598.078125,0.46875,32.95
-57,28,-12,-140.31,0.361248,95.53,3598.5625,0.484375,32.95
-56,28,-13,-150.78,0.354843,95.05,3599.03125,0.46875,32.95
-57,27,-12,-167.73,0.347157,94.6,3599.515625,0.484375,32.97
-58,27,-15,-193.6,0.349719,94.15,3600.015625,0.5,32.97
-57,27,-14,-227.04,0.359967,93.65,3651.828125,0.546875,32.97
-59,27,-15,-263.32,0.333066,93.15,3652.34375,0.515625,32.97
-57,26,-13,-297.43,0.320256,92.58,3652.875,0.53125,32.97
-56,26,-14,-326.61,0.336909,92.02,3655.40625,0.515625,32.97
-57,28,-15,-350.59,0.340752,91.4,3667.875,0.5,32.97
-57,27,-14,-370.5,0.33819,90.75,3672.640625,0.484375,32.97
-57,26,-14,-387.66,0.336909,90.07,3673.125,0.484375,32.97
-52,31,-15,-409.34,0.335628,89.37,3716.265625,0.640625,32.97
-62,23,-14,-440.52,0.32538,88.62,3716.953125,0.6875,32.97
-60,26,-16,-481.62,0.304883,87.88,3727.1875,0.703125,32.97
-63,24,-17,-528.76,0.308726,87.07,3727.84375,0.65625,32.99
-54,25,-14,-577.49,0.310007,86.23,3728.515625,0.671875,32.99
-56,26,-15,-625.72,0.307445,85.27,3729.328125,0.8125,32.99
-57,26,-15,-673.77,0.304883,84.37,3730.15625,0.828125,32.99
-57,27,-17,-722.89,0.306164,83.5,3739.953125,0.65625,32.97
-53,28,-16,-733.73,0.304883,82.77,3740.578125,0.625,32.97
-50,27,-19,-684.65,0.302321,81.92,3741.21875,0.640625,32.97
-57,29,-15,-580.45,0.302321,81.05,3741.90625,0.6875,32.97
-67,32,-30,-449.08,0.30104,80.17,3742.625,0.71875,33
-56,28,-20,-319.27,0.299759,79.28,3743.34375,0.71875,33
-57,28,-21,-204.19,0.299759,78.72,3744.078125,0.734375,33
-55,29,-22,-102.35,0.30104,78.15,3749.75,0.71875,33
-49,28,-28,-6.63,0.302321,77.55,3750.421875,0.671875,32.99
-52,31,-27,87.71,0.302321,76.97,3751.109375,0.6875,32.99
-68,26,-19,179.77,0.298478,76.38,3751.828125,0.71875,32.99
-62,20,-25,257.51,0.302321,75.82,3752.59375,0.765625,32.99
-49,28,-21,309.75,0.303602,75.23,3760.5625,0.71875,32.99
-45,30,-23,332.89,0.299759,74.78,3761.28125,0.71875,32.99
-52,27,-23,332.72,0.299759,74.32,3761.984375,0.703125,32.99
-58,26,-24,320.01,0.299759,73.87,3762.703125,0.71875,32.99
-63,26,-26,304.52,0.298478,73.33,3770.796875,0.734375,32.97
-63,30,-24,291.75,0.294635,72.75,3771.46875,0.671875,32.97
-59,25,-17,282.93,0.295916,72.15,3772.15625,0.6875,32.97
-58,23,-11,276.94,0.277982,71.57,3772.90625,0.75,32.97
-58,22,-5,267.56,0.274139,71.03,3773.53125,0.625,32.99
-60,28,-1,251.17,0.276701,70.48,3774.265625,0.734375,32.99
-61,30,-2,228.81,0.297197,69.95,3789.484375,0.703125,32.99
-50,24,11,205.23,0.284387,69.43,3790.296875,0.8125,32.99
-59,26,5,185.09,0.313851,68.9,3791.078125,0.78125,33
-63,25,9,170.18,0.330504,68.42,3791.828125,0.75,33
-56,21,16,159.54,0.339471,67.97,3792.53125,0.703125,33
-21,17,6,150.94,0.33819,67.45,3793.203125,0.671875,33
-50,31,23,142.78,0.336909,66.93,3793.921875,0.71875,32.99
-59,21,15,131.65,0.330504,66.43,3794.65625,0.734375,32.99
-65,45,29,116.15,0.321537,65.93,3795.453125,0.796875,32.99
-54,23,22,97.53,0.318975,65.35,3796.34375,0.890625,32.99
-56,30,31,78.88,0.313851,65.83,3797.109375,0.765625,32.99
-50,26,31,63.08,0.289511,66.3,3797.9375,0.828125,32.99
-48,26,31,51.04,0.286949,66.73,3798.75,0.8125,32.99
-56,22,27,42.08,0.295916,67.23,3799.484375,0.734375,32.99
-54,23,30,34.89,0.289511,68.45,3800.234375,0.75,33
-52,24,32,28.69,0.281825,69.68,3800.984375,0.75,33
-46,26,35,22.05,0.272858,70.95,3801.71875,0.734375,33
-35,19,38,14.65,0.263891,71.97,3802.453125,0.734375,33
-41,27,30,7.44,0.26261,73.02,3803.21875,0.765625,33
-56,22,26,1.91,0.261329,74.05,3803.953125,0.734375,33
-54,31,24,-0.47,0.258767,75.2,3804.734375,0.78125,33
-59,23,21,0.53,0.256205,76.23,3805.59375,0.859375,33
-59,25,18,4.05,0.260048,77.2,3806.453125,0.859375,33
-68,19,13,8.79,0.261329,78.2,3807.28125,0.828125,33
-65,17,15,13.72,0.258767,79.18,3808.140625,0.859375,33
-53,24,19,17.64,0.261329,79.92,3808.90625,0.765625,33
-61,24,18,19.9,0.265172,80.42,3809.65625,0.75,32.99
-59,23,22,20.41,0.266453,80.95,3810.421875,0.765625,32.99
-58,22,21,19.51,0.261329,81.45,3811.1875,0.765625,32.99
-59,25,23,17.52,0.257486,81.97,3811.953125,0.765625,32.99
-56,30,20,14.44,0.254923,82.42,3812.734375,0.78125,33
-60,21,22,10.05,0.254923,82.87,3813.5,0.765625,33
-57,22,22,4.18,0.25108,83.32,3814.21875,0.71875,33
-56,24,22,-2.96,0.252361,83.68,3815.015625,0.796875,33
-53,25,24,-10.98,0.256205,84.1,3815.8125,0.796875,33.03
-59,21,22,-19.37,0.261329,84.53,3825.21875,0.859375,33.03
-59,28,20,-27.62,0.266453,85.08,3826.046875,0.828125,33.03
-52,23,26,-35.37,0.277982,85.58,3826.875,0.828125,33.03
-49,30,24,-42.42,0.277982,86.05,3827.65625,0.78125,33
-51,24,24,-48.81,0.280544,86.33,3828.484375,0.828125,33
-57,29,17,-54.71,0.281825,86.73,3829.34375,0.859375,33
-61,30,22,-60.38,0.280544,87.2,3830.140625,0.796875,33
-54,28,20,-65.83,0.279263,87.67,3831,0.859375,33
-55,36,19,-71.11,0.277982,88.1,3831.828125,0.828125,33
-49,33,18,-76.34,0.276701,88.25,3832.578125,0.75,33
-101,22,12,-81.63,0.276701,88.53,3833.46875,0.890625,33
-32,23,33,-87.06,0.27542,88.88,3834.3125,0.84375,33
-53,25,20,-92.69,0.284387,89.18,3835.09375,0.78125,33
-40,31,20,-98.54,0.28823,89.52,3835.875,0.78125,33
-75,38,12,-104.62,0.289511,89.83,3836.703125,0.828125,33
-59,30,13,-110.93,0.289511,90.13,3837.546875,0.84375,33
-48,28,15,-117.1,0.283106,90.35,3838.390625,0.84375,33
-58,30,14,-122.86,0.283106,90.48,3839.203125,0.8125,33
-56,28,15,-127.95,0.284387,90.62,3839.90625,0.703125,33
-56,30,16,-132.07,0.286949,90.87,3854.03125,0.734375,33.03
-54,29,16,-134.84,0.286949,91.13,3854.75,0.71875,33.03
-52,27,17,-135.73,0.286949,91.42,3855.46875,0.71875,33.03
-54,22,14,-134.03,0.285668,91.68,3856.21875,0.75,33.03
-54,29,14,-128.8,0.284387,91.93,3857.0625,0.84375,33.03
-56,29,11,-121.59,0.283106,92.2,3857.890625,0.828125,33.03
-58,27,6,-112.98,0.281825,92.52,3858.640625,0.75,33.03
-62,38,14,-103.46,0.283106,92.87,3859.453125,0.8125,33.03
-55,22,11,-93.39,0.284387,93.22,3860.296875,0.84375,33.03
-88,33,3,-83.08,0.28823,93.5,3861.0625,0.765625,33.03
-46,25,5,-72.69,0.28823,93.78,3861.84375,0.78125,33.03
-62,26,7,-62.26,0.285668,94.32,3862.671875,0.828125,33.03
-57,27,7,-51.73,0.293354,94.8,3863.5,0.828125,33
-54,25,3,-41,0.292073,95.27,3864.375,0.875,33
-72,26,8,-30.04,0.285668,95.72,3865.296875,0.921875,33
-55,28,9,-18.51,0.284387,96.18,3866.1875,0.890625,33
-67,26,4,-6.33,0.285668,95.63,3867.015625,0.828125,33
-57,26,4,6.43,0.286949,95.08,3867.875,0.859375,33
-59,21,9,19.59,0.28823,94.6,3868.75,0.875,33
-75,13,8,33.01,0.286949,93.98,3869.578125,0.828125,33
-65,15,10,46.67,0.28823,93.5,3870.421875,0.84375,33
-50,32,17,60.78,0.289511,93.02,3871.28125,0.859375,33
-52,30,14,75.73,0.28823,92.43,3872.109375,0.828125,33
-71,13,8,91.94,0.290792,92.13,3872.921875,0.8125,33
-60,30,8,110.09,0.289511,91.85,3873.765625,0.84375,33
-73,25,7,130.41,0.290792,91.58,3874.578125,0.8125,33
-57,26,13,152.64,0.290792,91.27,3875.40625,0.828125,33
-63,23,11,175.99,0.290792,90.93,3876.28125,0.875,33
-22,6,9,199.46,0.286949,90.57,3877.0625,0.78125,33
-27,20,33,222.31,0.286949,90.12,3877.828125,0.765625,33
-32,11,30,244.61,0.286949,89.63,3878.625,0.796875,33
-53,33,33,267.63,0.289511,89.4,3879.4375,0.8125,33
-58,25,31,293.43,0.285668,89.4,3880.21875,0.78125,33.03
-50,21,31,323.94,0.285668,89.33,3881.046875,0.828125,33.03
-51,27,26,359.31,0.292073,89.32,3881.90625,0.859375,33.03
-54,26,28,396.98,0.290792,89.27,3882.71875,0.8125,33.03
-51,25,31,431.9,0.298478,89.27,3891.171875,0.90625,32.99
-49,24,31,458.09,0.331785,89.33,3892.0625,0.890625,32.99
-47,26,30,470.75,0.318975,89.38,3892.9375,0.875,32.99
-51,29,26,467.87,0.306164,89.53,3893.84375,0.90625,32.99
-59,31,17,450.77,0.302321,89.68,3894.703125,0.859375,33
-57,27,16,423.25,0.297197,89.85,3895.5,0.796875,33
-55,27,17,390.39,0.298478,90.03,3896.328125,0.828125,33
-60,28,13,357.3,0.298478,90.2,3897.171875,0.84375,33
-57,30,15,328.33,0.30104,90.38,3897.96875,0.796875,33.03
-58,30,13,306.82,0.285668,90.6,3898.828125,0.859375,33.03
-57,28,13,294.44,0.280544,90.83,3899.734375,0.90625,33.03
-57,28,13,290.4,0.281825,91.05,3900.59375,0.859375,33.03
-55,30,13,290.54,0.270296,91.28,3901.5,0.90625,33.03
-55,27,8,288.04,0.281825,91.58,3902.40625,0.90625,33.03
-56,29,10,275.6,0.283106,91.85,3903.28125,0.875,33.03
-56,29,10,248.85,0.257486,92,3904.140625,0.859375,33.03
-57,30,8,208.84,0.257486,92.05,3905.03125,0.890625,33.03
-56,30,10,162.1,0.256205,92.17,3905.875,0.84375,33.03
-56,29,9,117.94,0.254923,92.27,3906.75,0.875,33.03
-58,30,8,84.45,0.260048,92.38,3907.625,0.875,33.03
-57,31,8,65.36,0.269015,92.53,3908.421875,0.796875,33.05
-54,30,7,58.91,0.267734,92.63,3909.1875,0.765625,33.05
-58,30,4,59.58,0.265172,92.75,3909.9375,0.75,33.05
-52,31,-1,61.06,0.265172,92.78,3910.71875,0.78125,33.05
-39,46,7,58.77,0.267734,92.8,3911.515625,0.796875,33.07
-69,34,-7,50.53,0.270296,92.8,3912.3125,0.796875,33.07
-64,34,-11,35.77,0.267734,92.8,3912.984375,0.671875,33.07
-51,29,0,14.43,0.269015,92.67,3913.71875,0.734375,33.07
-53,31,1,-13.47,0.269015,92.53,3914.375,0.65625,33.05
-59,30,-2,-47.43,0.261329,92.43,3915.046875,0.671875,33.05
-61,27,-5,-86.04,0.257486,92.28,3915.71875,0.671875,33.05
-59,25,-2,-126.63,0.26261,92.1,3916.40625,0.6875,33.05
-60,24,-5,-165.9,0.258767,91.92,3917.09375,0.6875,33.05
-63,31,-7,-200.76,0.257486,91.75,3917.8125,0.71875,33.05
-59,28,0,-229.33,0.256205,91.68,3918.546875,0.734375,33.05
-59,28,4,-251.6,0.253642,91.42,3919.28125,0.734375,33.05
-61,29,-1,-268.74,0.252361,91.18,3920.015625,0.734375,33.05
-54,25,13,-282.64,0.25108,90.97,3920.765625,0.75,33.05
-55,19,14,-293,0.25108,90.87,3921.46875,0.703125,33.05
-61,26,10,-298.06,0.254923,90.48,3922.1875,0.71875,33.05
-50,21,21,-295.72,0.252361,90.07,3922.9375,0.75,33.05
-54,23,20,-285,0.248518,89.82,3923.671875,0.734375,33.05
-58,28,12,-266.31,0.252361,89.5,3924.375,0.703125,33.05
-57,26,13,-241.13,0.249799,89.25,3925.0625,0.6875,33.05
-59,24,19,-211.97,0.25108,88.93,3925.734375,0.671875,33.05
-54,28,20,-181.45,0.25108,88.62,3926.390625,0.65625,33.05
-58,25,18,-151.98,0.25108,88.35,3927.03125,0.640625,33.05
-56,23,22,-125.29,0.249799,88.02,3927.71875,0.6875,33.05
-53,24,25,-102.42,0.25108,87.68,3928.40625,0.6875,33.05
-55,24,22,-83.7,0.25108,87.33,3929.09375,0.6875,33.05
-60,25,20,-69.13,0.249799,86.98,3929.828125,0.734375,33.05
-56,25,20,-58.11,0.280544,86.6,3930.53125,0.703125,33.05
-56,25,21,-49.89,0.281825,86.23,3931.25,0.71875,33.05
-55,24,22,-44.41,0.284387,85.97,3932.015625,0.765625,33.05
-60,27,15,-41.79,0.281825,85.75,3932.765625,0.75,33.05
-58,14,19,-42.12,0.281825,85.5,3933.5,0.734375,33.05
-60,27,19,-45.15,0.280544,85.23,3934.25,0.75,33.07
-52,28,19,-50.38,0.279263,85.03,3935.015625,0.765625,33.07
-55,31,17,-57.16,0.276701,84.82,3935.78125,0.765625,33.07
-58,25,18,-65.26,0.276701,84.63,3936.5,0.71875,33.07
-56,28,13,-74.35,0.274139,84.45,3937.234375,0.734375,33.07
-56,24,13,-84.16,0.272858,84.23,3938.015625,0.78125,33.07
-59,26,16,-95.4,0.270296,83.98,3938.71875,0.703125,33.07
-58,26,15,-108.75,0.257486,83.78,3945.34375,0.734375,33.07
-53,25,15,-124.73,0.258767,83.55,3946.109375,0.765625,33.07
-57,22,13,-143.4,0.260048,83.33,3946.8125,0.703125,33.07
-57,27,11,-164.84,0.260048,83.1,3947.546875,0.734375,33.07
-58,22,13,-185.96,0.26261,82.88,3948.296875,0.75,33.07
-62,23,11,-204.81,0.261329,82.7,3949.0625,0.765625,33.09
-59,26,12,-219.85,0.271577,82.53,3949.765625,0.703125,33.09
-63,22,12,-224.74,0.263891,82.38,3950.515625,0.75,33.09
-57,26,12,-215.75,0.263891,82.22,3951.375,0.859375,33.09
-63,17,10,-192.02,0.263891,82.02,3952.234375,0.859375,33.05
-60,28,11,-156.25,0.263891,81.78,3953.0625,0.828125,33.05
-62,27,10,-113.43,0.261329,81.53,3953.890625,0.828125,33.05
-58,26,9,-68.93,0.261329,81.3,3954.734375,0.84375,33.05
-60,23,9,-26.95,0.260048,81,3955.53125,0.796875,33.07
-58,30,12,9.73,0.260048,80.67,3956.328125,0.796875,33.07
-57,28,15,40.01,0.260048,80.3,3957.171875,0.84375,33.07
-56,26,12,63.87,0.26261,79.95,3957.9375,0.765625,33.07
-57,24,17,81.1,0.271577,79.58,3958.671875,0.734375,33.07
-59,27,17,92.08,0.276701,79.23,3959.4375,0.765625,33.07
-53,27,17,97.74,0.283106,78.93,3960.21875,0.78125,33.07
-50,25,16,99.52,0.285668,78.7,3960.96875,0.75,33.07
-53,21,15,99.16,0.284387,78.5,3961.75,0.78125,33.07
-61,31,5,98.2,0.280544,78.32,3962.546875,0.796875,33.07
-65,29,4,97.61,0.280544,78.15,3963.3125,0.765625,33.07
-62,26,4,97.9,0.284387,78.13,3964.0625,0.75,33.07
-62,29,4,99.24,0.283106,78.1,3964.84375,0.78125,33.07
-57,25,5,100.69,0.283106,78.03,3965.59375,0.75,33.07
